Source Country,Name,Field Of Influence,Generation,Influence,Description
France,Joseph Edgard Montegut,Government,Second Generation or Higher,34812,"Joseph Edgard Montegut was the 14th mayor of New Orleans, Louisiana, serving from May 13, 1844, to April 5, 1846"
France,Papa Jack Laine,Military,Second Generation or Higher,34677,"George Vital ""Papa Jack"" Laine  was an American musician and a pioneering band leader in New Orleans in the years from the Spanish"
France,John Baptiste Charles Lucas,Government,Second Generation or Higher,34651,John Baptiste Charles Lucas  was a member of the U
France,Jon Lormer,Arts/Entertainment,Second Generation or Higher,34302,"Jon Lormer  was an American actor, known for his guest and supporting roles in television series, such as the 1960s' Star Trek, The Twilight Zone, Perry Mason, and Peyton Place"
France,Eric H. du Plessis,Academia/Science,Second Generation or Higher,34297,"Eric Hollingsworth du Plessis  is an author and educator living in Radford, Va"
France,Daniel Moreau Barringer,Government,Second Generation or Higher,34260,Daniel Moreau Barringer  was a Whig U
France,J. A. D. Rozier,Government,Second Generation or Higher,34257,
France,Paul Bertus,Government,Second Generation or Higher,34229,"Paul Bertus was the 11th mayor of New Orleans, Louisiana serving from April 10, 1838 - May 12, 1838 and again from February 7, 1843 - February 26, 1843"
France,Ashley Sawdaye,Arts/Entertainment,Second Generation or Higher,34118,Ashley Sawdaye  is an American actor
France,John Lewis Gervais,Arts/Entertainment,First Generation,34089,John Lewis Gervais  was an American planter and statesman from South Carolina
France,Paul Verdier,Arts/Entertainment,Second Generation or Higher,34012,"Paul Verdier is a stage director, actor, and playwright, who also had a number of guest parts in American television"
France,Shandi Sinnamon,Arts/Entertainment,Second Generation or Higher,33946,Shandi Sinnamon  is an American singer and song writer
France,Connie LeGrand,Media/Journalism,Second Generation or Higher,33932,Connie LeGrand  is an American television journalist who has served in broadcasting in South Carolina and was host of Speed News  from 2004 to 2006
France,Fiona Dourif,Arts/Entertainment,Second Generation or Higher,33929,"Fiona Dourif is an American film and television actress, and the daughter of actor Brad Dourif"
France,Joe Doucet,Arts/Entertainment,Second Generation or Higher,33845,"Joe Doucet is a designer, artist, entrepreneur, and inventor who lives and works in New York City"
France,Joseph C. Brun,Arts/Entertainment,Second Generation or Higher,33742,Joseph C  Brun  was a French-American cinematographer who did movies as well as a couple early TV shows
France,Robert LeRoy,Sports,Second Generation or Higher,33719,"Robert LeRoy  was a tennis player from New York in the United States, who won two medals at the 1904 Summer Olympics in St"
France,Alice Miel,Literature,Second Generation or Higher,33423,"Alice Miel  was an American educator and author of The Shortchanged Children of Suburbia, a study that has been characterized as a _groundbreaking” study in its publicized stress on what suburban schools failed to teach about human differences and cultural diversity"
France,"Yolanda ""Tongolele"" Montes",Arts/Entertainment,Second Generation or Higher,33082,"Yolanda Montes ""Tongolele""  is an exotic dancer and actress in Mexican films"
France,Allaire du Pont,Sports,Second Generation or Higher,32919,"Allaire du Pont  was an American sportswoman and a member of the prominent French-American Du Pont family of chemical manufacturers who is most remembered as the owner of the Thoroughbred horse racing Hall of Fame champion, Kelso"
France,Steven Goldman,Media/Journalism,Second Generation or Higher,32680,Steven Goldman is an American sports writer on Major League Baseball
France,Eddie Delahoussaye,Sports,Second Generation or Higher,32610,"Edward J  Delahoussaye  is a retired American Thoroughbred jockey from New Iberia, Louisiana"
France,Ted LeFevre,Arts/Entertainment,Second Generation or Higher,32608,Ted LeFevre  is an American theatrical set designer
France,Lynsey DuFour,Arts/Entertainment,Second Generation or Higher,32588,Lynsey DuFour is an American television soap opera writer
France,Paul Germain,Arts/Entertainment,Second Generation or Higher,32582,Paul Germain is an American animation screenwriter and producer
France,Xavier Fourcade,Arts/Entertainment,Second Generation or Higher,32262,Xavier Fourcade  was a French American contemporary art dealer and proprietor of the Xavier Fourcade Gallery in Manhattan
France,Lucien Cailliet,Arts/Entertainment,Second Generation or Higher,32133,"Lucien Cailliet  was a French-American composer, conductor, arranger and clarinetist"
France,Breann McGregor,Arts/Entertainment,Second Generation or Higher,32126,Breann McGregor  is a New Orleans-born former American Playboy model of Scottish descent who was voted dual Playboy titles in the same year: Cyber Girl of the Year 2007 and 2007 Playboy Special Edition's Model of the Year
France,Merle Boucher,Government,Second Generation or Higher,31889,"Merle Boucher  is a North Dakota Democratic-NPL Party politician who served in the North Dakota House of Representatives, representing the 9th district from 1991 to 2011"
France,Nathalie Dupree,Arts/Entertainment,Second Generation or Higher,31861,"Nathalie Dupree  is an author, chef, and cooking show host whose work has focused on American Southern cuisine"
France,Henry Fowle Durant,Government,Second Generation or Higher,31762,Henry Fowle Durant   was an American lawyer and philanthropist
France,Dennis Deveaugh,Arts/Entertainment,Second Generation or Higher,31651,"Dennis Deveaugh  is an American stuntman and actor, best known for doing a majority of stunts in films and acting"
France,Richard Boucher,Government,Second Generation or Higher,31607,Richard A  Boucher  was Deputy Secretary-General of the Organisation for Economic Co-operation and Development  from 2009 to 2013
France,Jim Duquette,Sports,Second Generation or Higher,31580,"James ""Jim"" Duquette was the general manager of the New York Mets for the 2004 season, before the team replaced him with Omar Minaya"
France,Pierre Bellocq,Arts/Entertainment,First Generation,31112,"Pierre Camille Lucien Hilaire Jean Bellocq  is a French-American artist and horse racing cartoonist known as ""Peb"""
France,Ray Fontenot,Sports,Second Generation or Higher,31002,Silton Ray Fontenot  is a former Major League Baseball pitcher who played for four seasons between 1983 and 1986
France,John Crittenden Duval,Literature,Second Generation or Higher,30970,John Crittenden Duval  was an American writer of Texas literature
France,Jean Baptiste Baudreau II,Arts/Entertainment,First Generation,30861,"Jean Baptiste Baudreau Dit Graveline II  was a colonist in French Louisiana, and is one of the few persons to ever be executed in the Americas by the breaking wheel"
France,Paul De Lisle,Arts/Entertainment,Second Generation or Higher,30400,"Paul Gerald De Lisle  is the bassist for the pop rock band, Smash Mouth"
France,George Girard,Arts/Entertainment,Second Generation or Higher,30374,George Girard  was a New Orleans jazz trumpeter
France,Theodore de Laguna,Literature,Second Generation or Higher,30040,Theodore de Laguna  was an American philosopher who taught for years at Bryn Mawr College and was known as an early feminist
France,Jay Le Fevre,Government,Second Generation or Higher,29672,Jay Le Fevre  was a United States Representative from New York
France,Michael Raoul Duval,Government,Second Generation or Higher,29539,"Michael Raoul-Duval was an investment banker and lawyer in the United States who had Senior White House positions while serving under Presidents Richard Nixon and Gerald Ford, where he rose to the position of Special Counsel to the President"
France,Barry E. DuVal,Government,Second Generation or Higher,29158,Barry E  DuVal is an American politician from Virginia
France,Elizabeth Bracco,Arts/Entertainment,Second Generation or Higher,29022,"Elizabeth Bracco  is an American actress who is best known for her role as Marie Spatafore, wife of Vito Spatafore, on the HBO TV series, The Sopranos"
France,Carlene LeFevre,Other,Second Generation or Higher,28943,"Carlene LeFevre is a competitive eater from Henderson, Nevada"
France,Georges de Paris,Other,Second Generation or Higher,28745,Georges de Paris is a French-American tailor who is often referred to as the President of the United States' unofficial tailor or the tailor to the Presidents
France,Valmont Industries,Other,Second Generation or Higher,28728,
France,Edwin O. LeGrand,Government,Second Generation or Higher,28629,"Although Edwin Oswald LeGrand  was born in North Carolina, he was an original Texan"
France,Greg DeLong,Sports,Second Generation or Higher,28532,Gregory Andrew DeLong  is a former American football tight end in the National Football League
France,Henry Davis Minot,Arts/Entertainment,Second Generation or Higher,28462,"Henry Davis Minot  was a Massachusetts ornithologist and railroad executive, born near Forest Hills, Massachusetts"
France,Vladimir Lefebvre,Academia/Science,Second Generation or Higher,28436,"Vladimir Lefebvre  is a mathematical psychologist at the University of California, Irvine"
France,Kelly Le Fave,Literature,Second Generation or Higher,28113,Kelly Le Fave  is an American poet
France,Jonathan Betts,Academia/Science,Second Generation or Higher,28052,"Jonathan Betts MBE  is Senior Specialist in horology at the Royal Observatory , Greenwich, a horological scholar and author, and an expert on the first marine timekeepers created by John Harrison in the middle of the 18th century"
France,Cynthia Lamontagne,Arts/Entertainment,Second Generation or Higher,27922,Cynthia LaMontagne  is an American actress who has appeared in numerous television shows and films
France,Joseph Blanchard,Military,Second Generation or Higher,27902,"Joseph Blanchard  was born in Dunstable, New Hampshire  on February 11, 1704 to Capt"
France,Charles Rochon,Arts/Entertainment,Second Generation or Higher,27875,"Charles Rochon  was a French colonist and was one of the four founders of modern-day Mobile, Alabama"
France,Rich LeFevre,Other,Second Generation or Higher,27589,"Rich LeFevre  is a competitive eater from Henderson, Nevada"
France,Libby Pataki,Government,Second Generation or Higher,27441,Libby Pataki  is the former First Lady of New York and the wife of former New York Governor George Pataki
